deg,phi,Eun,rpa
70.0,1.2217304763960306,43.0864538254655,0.266666666666667
75.0,1.3089969389957472,45.69133066387251,0.266666666666667
80.0,1.3962634015954636,47.772304900808116,0.266666666666667
85.0,1.4835298641951802,49.21084505936438,0.266666666666667
100.0,1.7453292519943295,48.35095715089365,0.266666666666667
105.0,1.8325957145940461,45.97707308980272,0.266666666666667
110.0,1.9198621771937625,42.48385037227494,0.266666666666667
115.0,2.007128639793479,38.09068192004983,0.266666666666667
120.0,2.0943951023931953,33.30145652943961,0.266666666666667
125.0,2.1816615649929116,28.708311447971255,0.266666666666667
130.0,2.2689280275926285,24.6445336283042,0.266666666666667
135.0,2.356194490192345,21.173580226541663,0.266666666666667
140.0,2.443460952792061,18.24867697221075,0.266666666666667
145.0,2.5307274153917776,15.792022707417004,0.266666666666667
150.0,2.6179938779914944,13.747244785684442,0.266666666666667
155.0,2.705260340591211,12.066282777957587,0.266666666666667
160.0,2.792526803190927,10.714553279957247,0.266666666666667
165.0,2.8797932657906435,9.66465070876159,0.266666666666667
170.0,2.9670597283903604,8.903899812634549,0.266666666666667
175.0,3.0543261909900763,8.437761899068093,0.266666666666667
1.0,0.017453292519943295,8.021606315638444,0.3333333333333333
2.0,0.03490658503988659,8.096043750255479,0.3333333333333333
3.0,0.05235987755982988,8.201393137373733,0.3333333333333333
4.0,0.06981317007977318,8.334995457281986,0.3333333333333333
5.0,0.08726646259971647,8.49614903459461,0.3333333333333333
10.0,0.17453292519943295,9.675412493797024,0.3333333333333333
15.0,0.2617993877991494,11.427297434350011,0.3333333333333333
20.0,0.3490658503988659,13.721760913858088,0.3333333333333333
25.0,0.4363323129985824,16.524667920135222,0.3333333333333333
30.0,0.5235987755982988,19.80844709619456,0.3333333333333333
35.0,0.6108652381980153,23.52141432961934,0.3333333333333333
40.0,0.6981317007977318,27.62461433975663,0.3333333333333333
45.0,0.7853981633974483,32.03774050097668,0.3333333333333333
50.0,0.8726646259971648,36.67053627804174,0.3333333333333333
55.0,0.9599310885968813,41.41537414321549,0.3333333333333333
60.0,1.0471975511965976,46.149719857465264,0.3333333333333333
65.0,1.1344640137963142,50.722621986728704,0.3333333333333333
70.0,1.2217304763960306,54.99469312481106,0.3333333333333333
75.0,1.3089969389957472,58.78281040866265,0.3333333333333333
80.0,1.3962634015954636,61.905571050712695,0.3333333333333333
100.0,1.7453292519943295,63.57942592640538,0.3333333333333333
105.0,1.8325957145940461,59.807651334997054,0.3333333333333333
110.0,1.9198621771937625,53.097228900581605,0.3333333333333333
115.0,2.007128639793479,43.04994947697459,0.3333333333333333
120.0,2.0943951023931953,34.680148310613575,0.3333333333333333
125.0,2.1816615649929116,29.149596764986384,0.3333333333333333
130.0,2.2689280275926285,24.969993240447113,0.3333333333333333
135.0,2.356194490192345,21.556736120812385,0.3333333333333333
140.0,2.443460952792061,18.681193004922005,0.3333333333333333
145.0,2.5307274153917776,16.236825429266784,0.3333333333333333
150.0,2.6179938779914944,14.167703686794752,0.3333333333333333
155.0,2.705260340591211,12.440724665954198,0.3333333333333333
160.0,2.792526803190927,11.032502309264189,0.3333333333333333
165.0,2.8797932657906435,9.928609686205435,0.3333333333333333
170.0,2.9670597283903604,9.121705847449766,0.3333333333333333
175.0,3.0543261909900763,8.62780089185036,0.3333333333333333
1.0,0.017453292519943295,8.030154244441993,0.4
2.0,0.03490658503988659,8.1203196315056,0.4
3.0,0.05235987755982988,8.248356298372695,0.4
4.0,0.06981317007977318,8.41083839557952,0.4
5.0,0.08726646259971647,8.606581227277006,0.4
6.0,0.10471975511965977,8.833869863810776,0.4
7.0,0.12217304763960307,9.091811343357275,0.4
8.0,0.13962634015954636,9.37956371855053,0.4
9.0,0.15707963267948966,9.696084172858201,0.4
